transaction_id,user_id,timestamp,amount,hour_of_day,day_of_week,merchant_category,channel,merchant_risk_score,channel_risk_score,device_trust_score,distance_from_home_km,distance_from_last_tx_km,seconds_since_last_tx,tx_count_past_5m,tx_count_past_1h,tx_sum_amount_past_24h,ratio_to_avg_amount_24h,is_international,is_fraud
00000000-0000-0000-75b4-b5cc423e4b06,usr_00140,1786380457.8559718,51.99,16,0,utilities,online,0.04,0.6,0.763,8.49,1.33,86400.0,0,0,0.0,1.22,1,0
00000000-0000-0000-4a8f-7e4b27e65816,usr_00336,1786380464.1867464,25.29,16,0,general_retail,online,0.15,0.6,0.68,11.18,2.92,86400.0,0,0,0.0,1.14,0,0
00000000-0000-0000-697b-c57e626a5a98,usr_00572,1786380499.722644,29.91,16,0,restaurant,online,0.1,0.6,0.726,1.16,3.1,86400.0,0,0,0.0,0.77,0,0
00000000-0000-0000-1b2b-3fdb90760aa3,usr_00844,1786380525.5548692,26.36,16,0,utilities,pos_chip,0.04,0.05,0.791,2.35,5.14,86400.0,0,0,0.0,0.74,0,0
00000000-0000-0000-069c-b4f207f09717,usr_00017,1786380552.3890922,19.43,16,0,travel,p2p,0.4,0.45,0.664,8.53,1.36,86400.0,0,0,0.0,1.04,0,0
00000000-0000-0000-18a2-ee0bf0175f0d,usr_00802,1786380580.6034827,59.29,16,0,utilities,online,0.04,0.6,0.966,15.44,2.55,86400.0,0,0,0.0,1.46,0,0
00000000-0000-0000-04b7-c6b62d0e8d96,usr_00179,1786380604.1467247,42.15,16,0,grocery,pos_chip,0.05,0.05,0.898,22.42,3.78,86400.0,0,0,0.0,1.07,0,0
00000000-0000-0000-77da-34ad6e851dc6,usr_00291,1786380606.174979,65.42,16,0,health,online,0.08,0.6,0.818,11.44,3.17,86400.0,0,0,0.0,1.8,0,0
00000000-0000-0000-15b8-d01e598e6c8d,usr_00781,1786380615.3545406,40.3,16,0,electronics,online,0.65,0.6,0.888,4.15,1.6,86400.0,0,0,0.0,1.28,0,0
00000000-0000-0000-7d4a-26c9ac0da6b7,usr_00207,1786380667.736056,47.58,16,0,utilities,atm,0.04,0.25,0.673,1.4,21.82,86400.0,0,0,0.0,2.99,0,0
00000000-0000-0000-6d59-40b303804896,usr_00086,1786380711.5406842,29.34,16,0,utilities,atm,0.04,0.25,0.844,0.86,16.98,86400.0,0,0,0.0,1.17,0,0
00000000-0000-0000-0f38-7f0e3abc8942,usr_00180,1786380754.5300899,32.9,16,0,utilities,pos_contactless,0.04,0.1,0.762,15.83,6.49,86400.0,0,0,0.0,0.45,0,0
00000000-0000-0000-3388-7b07aca8838b,usr_00146,1786380827.8827608,19.26,16,0,general_retail,pos_chip,0.15,0.05,0.763,13.87,8.74,86400.0,0,0,0.0,0.84,0,0
00000000-0000-0000-6a32-58d021bd0ac3,usr_00257,1786380848.8473737,28.93,16,0,grocery,pos_chip,0.05,0.05,0.726,6.27,1.27,86400.0,0,0,0.0,1.09,0,0
00000000-0000-0000-6df6-86f2484e2149,usr_00989,1786380868.2801752,39.81,16,0,electronics,pos_chip,0.65,0.05,0.96,10.78,5.44,86400.0,0,0,0.0,1.61,0,0
00000000-0000-0000-4ab9-e3d1a5933f5e,usr_00743,1786380885.6163397,5.66,16,0,grocery,pos_contactless,0.05,0.1,0.795,6.84,11.28,86400.0,0,0,0.0,0.52,0,0
00000000-0000-0000-2087-fc20ebdb82b7,usr_00662,1786380887.2977226,13.8,16,0,general_retail,online,0.15,0.6,0.91,12.66,5.03,86400.0,0,0,0.0,0.72,0,0
00000000-0000-0000-0cb5-76ed27cf1c25,usr_00302,1786380905.6988397,58.22,16,0,restaurant,online,0.1,0.6,0.544,16.27,1.8,86400.0,0,0,0.0,1.05,0,0
00000000-0000-0000-7f9b-31ba9c540085,usr_00786,1786380938.8978562,11.1,16,0,travel,atm,0.4,0.25,0.629,23.98,5.21,86400.0,0,0,0.0,0.33,0,0
00000000-0000-0000-4abb-2953aee066d2,usr_00583,1786380947.1481814,21.1,16,0,utilities,pos_chip,0.04,0.05,0.936,9.49,5.75,86400.0,0,0,0.0,1.21,0,0
00000000-0000-0000-35da-b0f236ae1723,usr_00566,1786381003.0310535,35.67,16,0,grocery,p2p,0.05,0.45,0.947,3.7,8.09,86400.0,0,0,0.0,1.19,0,0
00000000-0000-0000-6f9b-f03b9fc08e4e,usr_00088,1786381028.1809952,52.4,16,0,restaurant,online,0.1,0.6,0.846,4.79,7.79,86400.0,0,0,0.0,1.19,0,0
00000000-0000-0000-3282-be53853dce1d,usr_00586,1786381058.1076696,21.35,16,0,restaurant,online,0.1,0.6,0.892,14.74,0.23,86400.0,0,0,0.0,1.31,0,0
00000000-0000-0000-25dc-2c59c47bb532,usr_00782,1786381081.5993152,95.04,16,0,crypto,atm,0.9,0.25,0.758,17.96,5.4,86400.0,0,0,0.0,0.98,0,0
00000000-0000-0000-5dbc-6e71cd0a13f2,usr_00460,1786381124.239685,31.9,16,0,health,online,0.08,0.6,0.877,32.0,0.45,86400.0,0,0,0.0,0.8,0,0
00000000-0000-0000-3cc9-dda0b3ed681d,usr_00039,1786381139.7233882,24.52,16,0,utilities,online,0.04,0.6,0.704,15.07,3.9,905.2,0,1,110.85,0.22,0,0
00000000-0000-0000-08c6-b65319288e44,usr_00181,1786381159.2588086,61.61,16,0,utilities,pos_chip,0.04,0.05,0.878,10.46,3.93,86400.0,0,0,0.0,1.63,0,0
00000000-0000-0000-1a3c-ec6f144e5880,usr_00039,1786381166.1226945,45.11,16,0,restaurant,online,0.1,0.6,0.693,7.99,4.07,26.4,1,2,135.37,0.67,0,0
00000000-0000-0000-68b4-6109aa56cf24,usr_00950,1786381184.2003813,6.54,16,0,restaurant,pos_chip,0.1,0.05,0.817,3.63,2.98,86400.0,0,0,0.0,0.56,0,0
00000000-0000-0000-0407-19452823b58c,usr_00704,1786381190.9980278,52.52,16,0,grocery,online,0.05,0.6,0.95,26.42,4.65,86400.0,0,0,0.0,0.85,0,0
00000000-0000-0000-7a70-82704bd5a9a1,usr_00891,1786381236.1425347,34.82,17,0,grocery,online,0.05,0.6,0.854,3.99,3.64,86400.0,0,0,0.0,1.47,0,0
00000000-0000-0000-519a-cc8a27e30adb,usr_00703,1786381257.4488971,11.49,17,0,utilities,pos_contactless,0.04,0.1,0.708,3.48,6.43,86400.0,0,0,0.0,0.36,0,0
00000000-0000-0000-3aa5-205cdc51b209,usr_00186,1786381278.4283614,45.8,17,0,grocery,pos_chip,0.05,0.05,0.832,2.12,2.4,86400.0,0,0,0.0,1.24,0,0
00000000-0000-0000-64d6-64201e34aa88,usr_00440,1786381318.4584978,19.02,17,0,electronics,pos_contactless,0.65,0.1,0.947,10.79,1.82,86400.0,0,0,0.0,0.64,0,0
00000000-0000-0000-52bc-a7f80ce6d29e,usr_00741,1786381324.6815817,48.9,17,0,utilities,pos_contactless,0.04,0.1,0.694,0.11,6.72,86400.0,0,0,0.0,0.72,0,0
00000000-0000-0000-7f00-8d878021d8e5,usr_00403,1786381331.1702676,21.19,17,0,restaurant,atm,0.1,0.25,0.896,15.56,0.45,86400.0,0,0,0.0,0.81,0,0
00000000-0000-0000-5738-03ecd6cba5f4,usr_00258,1786381408.2726884,21.71,17,0,utilities,pos_chip,0.04,0.05,0.919,7.27,10.6,86400.0,0,0,0.0,0.71,0,0
00000000-0000-0000-4c5a-faa0054ea452,usr_00346,1786381431.238314,16.84,17,0,health,pos_chip,0.08,0.05,0.846,33.28,4.03,86400.0,0,0,0.0,0.73,0,0
00000000-0000-0000-33a4-b37b7043fc4c,usr_00783,1786381452.4283576,111.49,17,0,electronics,pos_chip,0.65,0.05,0.774,26.04,2.23,86400.0,0,0,0.0,1.97,0,0
00000000-0000-0000-3123-633b7e13c8fc,usr_00866,1786381452.8424773,18.61,17,0,grocery,pos_contactless,0.05,0.1,0.934,6.32,1.22,86400.0,0,0,0.0,1.26,0,0
00000000-0000-0000-6f09-703a8abb8246,usr_00743,1786381465.256334,13.16,17,0,utilities,pos_contactless,0.04,0.1,0.692,15.58,0.4,579.6,0,1,5.66,2.33,0,0
00000000-0000-0000-4946-878c93d7b4ed,usr_00406,1786381522.9910896,25.68,17,0,grocery,online,0.05,0.6,0.768,1.83,2.47,86400.0,0,0,0.0,0.83,0,0
00000000-0000-0000-3f95-7829ef3da3cd,usr_00647,1786381564.7904444,12.61,17,0,restaurant,pos_chip,0.1,0.05,0.64,3.12,0.77,86400.0,0,0,0.0,1.08,0,0
00000000-0000-0000-5340-a46f6afea8d7,usr_00956,1786381577.5554547,15.06,17,0,electronics,online,0.65,0.6,0.701,10.08,8.22,86400.0,0,0,0.0,0.61,0,0
00000000-0000-0000-3563-8a90c2f5d0d9,usr_00738,1786381603.9339118,13.98,17,0,grocery,pos_chip,0.05,0.05,0.919,3.11,9.93,86400.0,0,0,0.0,1.12,0,0
00000000-0000-0000-42b6-d4203c4f0b80,usr_00519,1786381615.5859246,219.61,17,0,restaurant,online,0.1,0.6,0.838,15.33,11.36,86400.0,0,0,0.0,2.5,0,0
00000000-0000-0000-2f5f-5190e0f540bd,usr_00805,1786381630.6823573,49.77,17,0,grocery,pos_chip,0.05,0.05,0.722,19.66,3.42,86400.0,0,0,0.0,0.78,0,0
00000000-0000-0000-2ec8-f3b172937626,usr_00380,1786381641.5511289,36.93,17,0,gaming,pos_contactless,0.7,0.1,0.758,43.11,11.57,86400.0,0,0,0.0,1.05,0,0
00000000-0000-0000-0ec2-ebbe300fe0f4,usr_00541,1786381647.7169077,23.65,17,0,restaurant,online,0.1,0.6,0.734,7.99,4.28,86400.0,0,0,0.0,1.17,0,0
00000000-0000-0000-046b-92333c469744,usr_00515,1786381667.4445856,94.24,17,0,restaurant,pos_contactless,0.1,0.1,0.801,10.12,3.09,86400.0,0,0,0.0,2.31,0,0
00000000-0000-0000-68d7-79baa7813ce4,usr_00109,1786381684.2790155,20.36,17,0,restaurant,pos_chip,0.1,0.05,0.91,15.97,20.3,86400.0,0,0,0.0,1.73,0,0
00000000-0000-0000-4996-520402cda469,usr_00953,1786381761.1493735,7.16,17,0,jewelry,pos_contactless,0.8,0.1,0.711,52.97,2.53,86400.0,0,0,0.0,0.43,0,0
00000000-0000-0000-6e75-a3eedb1d2d21,usr_00536,1786381764.0574794,33.49,17,0,health,pos_contactless,0.08,0.1,0.841,7.73,1.83,86400.0,0,0,0.0,1.4,0,0
00000000-0000-0000-4c10-f430e6916886,usr_00137,1786381779.0110412,39.47,17,0,general_retail,pos_contactless,0.15,0.1,0.907,7.8,11.09,86400.0,0,0,0.0,0.72,0,0
00000000-0000-0000-7e2e-fcdadf021477,usr_00733,1786381815.098605,32.45,17,0,restaurant,pos_contactless,0.1,0.1,0.875,10.65,0.83,86400.0,0,0,0.0,1.1,0,0
00000000-0000-0000-1c7e-34615bd35728,usr_00420,1786381833.2915785,59.41,17,0,utilities,pos_contactless,0.04,0.1,0.732,0.46,1.38,86400.0,0,0,0.0,1.7,0,0
00000000-0000-0000-46b9-7a598ee70e76,usr_00354,1786381899.5973656,79.99,17,0,grocery,pos_chip,0.05,0.05,0.959,4.77,0.99,86400.0,0,0,0.0,1.27,0,0
00000000-0000-0000-54fd-c3e78772ffea,usr_00432,1786381911.7545276,15.58,17,0,gaming,atm,0.7,0.25,0.744,13.22,3.52,86400.0,0,0,0.0,0.51,0,0
00000000-0000-0000-6800-32551c735851,usr_00933,1786381915.885148,104.97,17,0,grocery,online,0.05,0.6,0.842,1.59,1.6,1630.8,0,1,35.43,2.96,0,0
00000000-0000-0000-4dc8-270dba3dcb4e,usr_00355,1786381969.6824374,22.45,17,0,jewelry,p2p,0.8,0.45,0.768,3.03,5.94,86400.0,0,0,0.0,0.59,0,0
00000000-0000-0000-22f3-37c056fb5157,usr_00479,1786381971.4513566,321.32,17,0,grocery,online,0.05,0.6,0.738,2.09,2.32,86400.0,0,0,0.0,2.04,0,0
00000000-0000-0000-3df0-443e275b844b,usr_00270,1786381985.4033422,33.02,17,0,jewelry,online,0.8,0.6,0.836,3.75,10.44,86400.0,0,0,0.0,1.54,0,0
00000000-0000-0000-0359-b135d1da71b5,usr_00294,1786381995.8277652,19.91,17,0,electronics,atm,0.65,0.25,0.852,3.06,13.59,86400.0,0,0,0.0,0.69,1,0
00000000-0000-0000-111c-9095b4048881,usr_00015,1786382018.8496373,22.03,17,0,restaurant,pos_chip,0.1,0.05,0.827,0.59,8.48,86400.0,0,0,0.0,1.11,0,0
00000000-0000-0000-18a8-80d2573c0cf0,usr_00912,1786382051.3300536,21.78,17,0,utilities,atm,0.04,0.25,0.91,0.11,2.67,1618.2,0,1,39.37,0.55,0,0
00000000-0000-0000-36d3-ec5697823c73,usr_00402,1786382067.3529751,122.01,17,0,restaurant,pos_contactless,0.1,0.1,0.849,3.68,9.89,86400.0,0,0,0.0,2.25,0,0
00000000-0000-0000-6d19-1e337bd0d36a,usr_00483,1786382114.4695086,94.92,17,0,utilities,online,0.04,0.6,0.938,2.34,11.74,86400.0,0,0,0.0,2.02,0,0
00000000-0000-0000-0deb-ec94972af915,usr_00747,1786382115.6509008,44.77,17,0,general_retail,pos_chip,0.15,0.05,0.84,4.07,17.29,86400.0,0,0,0.0,0.99,0,0
00000000-0000-0000-0abd-226cbfaff8b4,usr_00063,1786382125.4354439,51.34,17,0,electronics,atm,0.65,0.25,0.952,12.24,0.71,86400.0,0,0,0.0,1.09,1,0
00000000-0000-0000-4ba5-9fb7ea59a840,usr_00898,1786382147.2673678,65.51,17,0,grocery,pos_contactless,0.05,0.1,0.891,20.88,2.43,86400.0,0,0,0.0,1.48,0,0
00000000-0000-0000-0dd5-7dee4d0916e3,usr_00292,1786382159.1729045,35.6,17,0,grocery,pos_chip,0.05,0.05,0.673,23.48,13.23,86400.0,0,0,0.0,0.44,0,0
00000000-0000-0000-4b77-4aa8519f95d7,usr_00850,1786382163.0600607,13.91,17,0,grocery,online,0.05,0.6,0.913,7.45,2.81,86400.0,0,0,0.0,0.52,0,0
00000000-0000-0000-0fd8-54d5e4d74229,usr_00186,1786382168.7860138,37.56,17,0,electronics,online,0.65,0.6,0.833,36.85,5.03,890.4,0,1,45.8,0.82,0,0
00000000-0000-0000-61da-7f15970dcac6,usr_00376,1786382181.4261692,32.14,17,0,utilities,p2p,0.04,0.45,0.818,9.68,0.47,86400.0,0,0,0.0,1.1,0,0
00000000-0000-0000-0dfc-097c717affa3,usr_00880,1786382191.9470384,37.9,17,0,general_retail,pos_chip,0.15,0.05,0.916,7.37,5.59,86400.0,0,0,0.0,1.0,0,0
00000000-0000-0000-6f18-35e956e5f215,usr_00025,1786382224.65163,88.82,17,0,health,online,0.08,0.6,0.856,52.68,0.26,86400.0,0,0,0.0,3.31,0,0
00000000-0000-0000-67ea-d5d7c71bd202,usr_00303,1786382254.2664857,22.09,17,0,grocery,pos_chip,0.05,0.05,0.952,8.44,1.56,86400.0,0,0,0.0,0.81,0,0
00000000-0000-0000-79f8-2d4a78c93be5,usr_00921,1786382282.2764375,14.71,17,0,utilities,online,0.04,0.6,0.769,26.51,0.05,86400.0,0,0,0.0,0.75,0,0
00000000-0000-0000-5397-9b4f78c1fa8f,usr_00476,1786382306.5844672,91.59,17,0,grocery,online,0.05,0.6,0.853,39.12,2.61,86400.0,0,0,0.0,1.46,0,0
00000000-0000-0000-46de-0e17095be91e,usr_00559,1786382341.517322,12.15,17,0,health,online,0.08,0.6,0.691,19.86,0.51,86400.0,0,0,0.0,0.63,0,0
00000000-0000-0000-7f59-5c18de852497,usr_00398,1786382415.4695609,109.58,17,0,utilities,online,0.04,0.6,0.842,44.75,2.52,86400.0,0,0,0.0,2.41,0,0
00000000-0000-0000-0648-f0598ff02868,usr_00497,1786382424.196885,75.37,17,0,restaurant,pos_contactless,0.1,0.1,0.625,0.65,1.13,86400.0,0,0,0.0,2.78,0,0
00000000-0000-0000-6e38-cfa2d79bb7f5,usr_00465,1786382478.0555148,34.62,17,0,gaming,pos_chip,0.7,0.05,0.871,37.23,0.92,86400.0,0,0,0.0,1.38,0,0
00000000-0000-0000-0936-47458cf60206,usr_00068,1786382478.432694,43.2,17,0,electronics,atm,0.65,0.25,0.692,3.76,1.18,86400.0,0,0,0.0,0.78,0,0
00000000-0000-0000-49bd-8ac695f8a486,usr_00512,1786382554.391551,20.35,17,0,grocery,pos_chip,0.05,0.05,0.959,12.27,1.35,2397.2,0,1,15.9,1.28,0,0
00000000-0000-0000-5042-79bc08667fb2,usr_00199,1786382557.0332534,35.22,17,0,jewelry,online,0.8,0.6,0.816,0.56,3.02,86400.0,0,0,0.0,1.17,0,0
00000000-0000-0000-7611-4f9f39906a45,usr_00361,1786382560.0161185,47.85,17,0,restaurant,pos_chip,0.1,0.05,0.966,16.95,3.92,86400.0,0,0,0.0,1.15,0,0
00000000-0000-0000-5018-7f31f6dc1cbb,usr_00472,1786382574.2624564,14.52,17,0,general_retail,online,0.15,0.6,0.716,9.26,5.36,86400.0,0,0,0.0,0.52,0,0
00000000-0000-0000-3041-d3c456d43048,usr_00173,1786382578.4281847,25.69,17,0,electronics,online,0.65,0.6,0.794,1.28,0.35,86400.0,0,0,0.0,1.62,0,0
00000000-0000-0000-4e25-e2195d73fb85,usr_00069,1786382578.7368298,42.3,17,0,electronics,online,0.65,0.6,0.786,2.14,21.54,86400.0,0,0,0.0,1.43,0,0
00000000-0000-0000-5079-7c1752646c6c,usr_00759,1786382578.7386103,59.44,17,0,restaurant,pos_contactless,0.1,0.1,0.512,4.35,3.01,86400.0,0,0,0.0,1.38,0,0
00000000-0000-0000-4e7a-947d9a2b5f65,usr_00516,1786382587.0959299,38.0,17,0,utilities,pos_chip,0.04,0.05,0.781,10.11,9.74,86400.0,0,0,0.0,0.77,0,0
00000000-0000-0000-0d60-6d1cde5442fd,usr_00395,1786382630.7814977,71.34,17,0,grocery,pos_chip,0.05,0.05,0.948,7.41,5.56,86400.0,0,0,0.0,1.98,0,0
00000000-0000-0000-2beb-c39a3f378924,usr_00145,1786382633.9963818,23.66,17,0,grocery,online,0.05,0.6,0.725,20.67,2.32,86400.0,0,0,0.0,0.92,0,0
00000000-0000-0000-7c51-3ded083ea05a,usr_00807,1786382656.9562554,16.78,17,0,travel,pos_chip,0.4,0.05,0.733,7.2,3.31,86400.0,0,0,0.0,1.07,0,0
00000000-0000-0000-669d-dd3d7443f2d3,usr_00193,1786382700.0982144,59.81,17,0,gaming,pos_contactless,0.7,0.1,0.889,6.49,9.99,86400.0,0,0,0.0,0.75,0,0
00000000-0000-0000-3ab1-180086391056,usr_00449,1786382705.5395818,24.05,17,0,restaurant,online,0.1,0.6,0.78,1.6,6.89,86400.0,0,0,0.0,0.58,0,0
00000000-0000-0000-0085-15f8f82042d4,usr_00702,1786382714.0712557,20.05,17,0,health,p2p,0.08,0.45,0.862,8.31,1.36,86400.0,0,0,0.0,1.12,0,0
00000000-0000-0000-3918-48219422c226,usr_00996,1786382840.6551445,53.25,17,0,jewelry,pos_contactless,0.8,0.1,0.647,8.02,1.15,86400.0,0,0,0.0,1.02,0,0
00000000-0000-0000-3a8f-dc291ea97a18,usr_00346,1786382870.8149176,16.87,17,0,utilities,online,0.04,0.6,0.778,9.51,0.73,1439.6,0,1,16.84,1.0,0,0
00000000-0000-0000-6523-716c8b92840d,usr_00979,1786382888.8714955,61.61,17,0,grocery,pos_contactless,0.05,0.1,0.924,11.15,8.89,86400.0,0,0,0.0,1.43,0,0
00000000-0000-0000-7017-b1d0f70ae9a6,usr_00383,1786382935.4134934,22.99,17,0,restaurant,pos_chip,0.1,0.05,0.635,3.22,3.05,86400.0,0,0,0.0,1.47,0,0
00000000-0000-0000-0326-ae67d682f25e,usr_00916,1786382938.1383903,30.25,17,0,jewelry,online,0.8,0.6,0.71,9.94,1.19,86400.0,0,0,0.0,0.39,0,0
00000000-0000-0000-1f7b-36b83abaff39,usr_00414,1786382976.8277814,19.03,17,0,utilities,pos_chip,0.04,0.05,0.823,6.41,4.58,86400.0,0,0,0.0,0.68,0,0
00000000-0000-0000-3f5f-e263a1308c8e,usr_00530,1786383010.9958045,13.34,17,0,electronics,online,0.65,0.6,0.828,1.17,12.1,86400.0,0,0,0.0,0.5,0,0
00000000-0000-0000-514f-edf8965f74a7,usr_00960,1786383022.3211222,39.48,17,0,utilities,pos_contactless,0.04,0.1,0.926,41.18,0.24,86400.0,0,0,0.0,0.45,0,0
00000000-0000-0000-3ab5-a1615b49a1e8,usr_00128,1786383031.4130452,46.25,17,0,restaurant,pos_chip,0.1,0.05,0.764,8.29,11.49,86400.0,0,0,0.0,2.05,1,0
00000000-0000-0000-3319-2f0014d9618c,usr_00507,1786383051.9970496,24.13,17,0,grocery,online,0.05,0.6,0.64,11.65,0.48,86400.0,0,0,0.0,0.56,0,0
00000000-0000-0000-1fbf-6e15264e3d7a,usr_00542,1786383088.2964332,40.66,17,0,general_retail,p2p,0.15,0.45,0.528,18.97,20.24,86400.0,0,0,0.0,1.06,1,0
00000000-0000-0000-2667-c4744e46b63f,usr_00398,1786383128.4486203,19.97,17,0,travel,pos_chip,0.4,0.05,0.803,7.58,10.72,713.0,0,1,109.58,0.18,0,0
00000000-0000-0000-5dfe-30d5ed825a87,usr_00402,1786383184.9602416,36.84,17,0,health,online,0.08,0.6,0.758,5.03,6.31,1117.6,0,1,122.01,0.3,0,0
00000000-0000-0000-3285-311624e3f06b,usr_00641,1786383189.9896214,48.42,17,0,grocery,pos_contactless,0.05,0.1,0.682,8.57,5.46,86400.0,0,0,0.0,0.96,0,0
00000000-0000-0000-36d1-23bca3bc1292,usr_00069,1786383196.9127977,15.09,17,0,health,online,0.08,0.6,0.842,32.64,6.73,618.2,0,1,42.3,0.36,0,0
00000000-0000-0000-44be-0d6aada57519,usr_00228,1786383230.7095332,10.71,17,0,restaurant,online,0.1,0.6,0.728,18.79,7.54,86400.0,0,0,0.0,0.54,1,0
00000000-0000-0000-1380-d769de6cbec4,usr_00484,1786383235.749889,82.26,17,0,utilities,pos_chip,0.04,0.05,0.577,20.12,1.39,86400.0,0,0,0.0,2.57,0,0
00000000-0000-0000-4462-18f9e04d385e,usr_00616,1786383235.9752452,49.39,17,0,general_retail,pos_contactless,0.15,0.1,0.807,4.9,1.56,86400.0,0,0,0.0,0.97,0,0
00000000-0000-0000-507f-f4c0dd7c3206,usr_00744,1786383241.9311473,26.83,17,0,restaurant,pos_chip,0.1,0.05,0.866,14.47,4.96,86400.0,0,0,0.0,0.76,0,0
